Parent Category Name	Category Name 	Link	Employee Company	Title	Level	Type	Min Salary	Max Salary	Is Dealable	City/Province	District	Exact Address	Roles	Requirements	Additional Info	Phone	Fax	Ad Added Date
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_8ntmot5crf	Моннис Групп	Үйлчилгээний зөвлөх	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Улаанбаатар хот	 Сүхбаатар дүүрэг	Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	Үйлчлүүлэгчээс автомашиныг хүлээн авч засварт оруулах, инженерт хүлээлгэн өгөх Үйлчлүүлэгчид засварын хугацаа,үнэ,засварын нэр төрөл зэрэг шаардлагатай бүх мэдээллийг өгөх Засварын явцыг бүрэн хянах,үйлчлүүлэгчид мэдээллэх Засвар дуссан автомашиныг шалгаж үйлчлүүлэгчид хүлээлгэн өгөх ERP системд шаардлагатай бүх мэдээллийг оруулах Мэргэжлийн сургалтанд тогтмол хамрагдах Ажлын гүйцэтгэлийн тайлан гаргаж ажиллах	Орос-Англи хэлний дундаас дээш түвшний мэдлэгтэй Механик инженер мэргэжлээр бакалавраас дээш зэрэгтэй Авто үйлчилгээний салбарт ажилласан туршлагатай Зөв хандлагатай, харилцааны соёлтой Тогтвор суурьшилтай ажиллах Компьютерийн хэрэглээний программ дээр бүрэн ажиллах чадвартай		70146885	None	2022-03-29 17:05
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_rs-g3zm4_y	МСМ Групп ХХК	SALES ADMINISTRATOR	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000	Тохиролцоно	Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 3-р хороо, Чингисийн өргөн чөлөө 62	To undertake sales activities of the assigned product portfolio to contribute to the sales objectives of the automotive sales department. Maintain all assigned vehicle related tracking database and ensure all data is up-to-date. Proactively and efficiently manage quotation process, documentation, internal/external orders and other necessary arrangements as an administrator for the department. To proactively play a supportive role in daily sales activities including but not limited to quotation, customer relation, data input and any other required support. Being proactive and self-initiative. Responsibilities: Quotation Price calculation Order making Order control Documentation: customer sales contract and related documents Collaborate with the logistic department and the traffic officer Inventory / stock Official letters Internal cars (registration and documentation) Information to marketing (for example: stand sheet etc.) NAV BC system Customer data Car rent Tender Customs report and the bonded warehouse Document storage and organization Office supply	Bachelor degree of related field and Accounting At least 2 years of work experience Excellent at MS Word, Outlook, PPE and Excel, Visio Fluent in English, must be able to process documents in English and Mongolian Outlook, PPE and Excel and ERP system Good at team work, negotiations and communication skills	MSM Group LLC is a reputable, fast-growing foreign invested company, specializing in 6 different areas of imports and sales: automotive, agriculture, beverage, equipment rental, industrial and chemical. You will join a proficient, hospitable and friendly team, where you can develop yourself in the industry. The company offers a competitive salary commensurate with relevant work experience, private health insurance package, flexible work schedule and a special discount on products for employees.	77181111	11342175	2022-03-11 08:38
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_t3su4m4+ki	Моннис Групп	Үйлчилгээний зөвлөх	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Улаанбаатар хот	 Сүхбаатар дүүрэг	Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	Үйлчлүүлэгчээс автомашиныг хүлээн авч засварт оруулах, инженерт хүлээлгэн өгөх Үйлчлүүлэгчид засварын хугацаа,үнэ,засварын нэр төрөл зэрэг шаардлагатай бүх мэдээллийг өгөх Засварын явцыг бүрэн хянах,үйлчлүүлэгчид мэдээллэх Засвар дуссан автомашиныг шалгаж үйлчлүүлэгчид хүлээлгэн өгөх ERP системд шаардлагатай бүх мэдээллийг оруулах Мэргэжлийн сургалтанд тогтмол хамрагдах Ажлын гүйцэтгэлийн тайлан гаргаж ажиллах	Орос-Англи хэлний дундаас дээш түвшний мэдлэгтэй Механик инженер мэргэжлээр бакалавраас дээш зэрэгтэй Авто үйлчилгээний салбарт ажилласан туршлагатай Зөв хандлагатай, харилцааны соёлтой Тогтвор суурьшилтай ажиллах Компьютерийн хэрэглээний программ дээр бүрэн ажиллах чадвартай		70146885	None	2022-03-15 18:01
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_mis09flz04	Гэр Контент Групп	Жолооч	Мэргэжилтэн	Бүтэн цагийн	600,000	800,000		Улаанбаатар хот	 Баянзүрх дүүрэг	Монгол улс, Улаанбаатар хот, Баянзүрх дүүрэг, 5-р хороо, Кино үйлдвэрийн гудамж, Медиа Хаусын байр	Үйл ажиллагаанд явна.	Бүрэн дунд болон түүнээс дээш боловсролтой D ангиллын жолооны үнэмлэхтэй Хувийн зохион байгуулалт сайтай Баянзүрх дүүрэгт гэртэй байвал сайн Илүү цагаар ажиллах боломжтой байх /Илүү цаг бодно/ Машины анхан шатны засвар үйлчилгээг бие даан хийх чадвартай Өөриймсөг сэтгэлтэй, үнэнч шударга, ажилдаа хариуцлагатай ханддаг Хот дотор жолоо барьж байсан.	Зөвхөн анкетын шатны шалгаруулалтанд тэнцсэн ажил горилогчтой холбогдоно. Медиа салбарт анхдагч танин мэдэхүйн боловсрол олгох замаар олон нийтийг соён гэгээрүүлэх, Олон Улсын контентыг албан ёсны эрхтэйгээр бүтээхэд өөрийн хувь нэмрээ оруулах, мэргэжлийн чадварлаг, найрсаг, залуу хамт олны нэг болох боломж таныг хүлээж байна.	8801-9699	None	2022-03-28 09:27
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_7xia03_4g3	Мөнххада ХХК	Үйлчилгээний зөвлөх	Мэргэжил хамаарахгүй	Бүтэн цагийн	1,200,000	1,500,000		Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 4-р хороо, Наадамчдын зам - 901, Мөнххада Тоёота Төв	Үйлчлүүлэгчийн автомашиныг засвар үйлчилгээнд хүлээн авч бүртгэх, зөвлөгөө тайлбар өгч засвар луу оруулах ба засвараас гарахад нь хийгдсэн үйлчилгээг тайлбарлан хүлээлгэн өгнө. Үйлчлүүлэгчийн авто машины найдвартай, чанартай байдлыг ханган ажиллана.	Их дээд сургууль төгссөн /Автын чиглэлээр бол давуу тал/, Автын чиглэлээр 2 болон түүнээс дээш ажилласан, Автомашины техникийн мэдлэгтэй, багаар ажиллах чадвартай, Оффисийн хэрэглээний программ дээр ажиллах чадвартай, Хувийн зохион байгуулалт сайтай, ачаалал даах чадвартай, үнэнч шударга, харилцааны өндөр соёлтой 25-аас 38 насны эрэгтэй	Ажилчдын өдрийн хоолтой, нэмэлт цалин урамшуулал, ажилчдын хөнгөлөлт гэх мэт хөнгөлөлтүүд эдэлнэ.	75954444	None	2022-03-16 10:31
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_ewy+l5dpz1	СтарЧейз Монголиа	НЯГТЛАН БОДОГЧ	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 4 хороо Наадамчдын зам 65/1	Ажлын байрны тодорхойлолтонд заагдсан ажил үүргийг гүйцэтгэнэ	Нягтлан бодох бүртгэлийн чиглэлээр их дээд сургууль төгссөн Мэргэжлээрээ 3 түүнээс дээш жил ажилласан туршлагатай Санхүүгийн программууд дээр ажиллах чадвартай Багаар болон ачаалал дааж ажиллах чадвартай Санхүү болон НББ мэргэжлийн англи хэлний мэдлэгтэй Тогтвор суурьшилтай ажиллах		77113911, 99097559	None	2022-03-24 09:56
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_dq11rr-rb1	Наран Трейд ХХК	УГТАГЧ * ОЮУТАН БИШ	Мэргэжил хамаарахгүй	Ээлжийн	800,000	1,000,000		Улаанбаатар хот	 Баянзүрх дүүрэг	Монгол улс, Улаанбаатар хот, Баянзүрх дүүрэг, НАРАН ПЛЕЙС /13-Р ХОРООЛОЛ/	Зочдыг хүлээн авч угтах, хоол уух зүйлсээр үйлчилэх .. гэх.мэт	Оюутан биш байх. Харилцааны болон үйлчилгээний соёлтой. Англи хэлний ярианы түвшний мэдлэгтэй цаашид хэлээ сайжруулах хүсэлтэй. *** ТОГТВОРТОЙ АЖИЛЛАХ	ТАНЫГ АМЕРИКИЙН ФРАНЧАЙЗИНГ "ХАРД РОК КАФЕ"-НЫ ЭРЧ ХҮЧТЭЙ, ЗАЛУУ ХАМТ ОЛОНТОЙ ХАМТРАН АЖИЛЛАХЫГ УРЬЖ БАЙНА., ** Гэр 13-н Натур хавьд гэртэй бол өөрт тань амар.	99065364	None	2022-03-22 14:16
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_rim45yzg14	Таван Богд ХХК (Toyota)	Кузов засварчин	Дунд шатны удирдлага	Бүтэн цагийн	1,800,000	2,100,000		Улаанбаатар хот	 Сүхбаатар дүүрэг	Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Олимпийн гудамж “Таван Богд Toyota” төв	Автомашины гажаа гаргах Cэв гаргах Замаска өнгөлгөө хийх Будаг хийх	Автын гагнуур, замаска хийж байсан туршлагатай Цаг баримталдаг хариуцлагатай Кузов засвараар 3-с дээш жил ажилласан, мэргэжлийн үнэмлэхтэй бол давуу тал	Анкетын сонгон шалгаруулалтад тэнцсэн ажил горилогчийг ярилцлагад дуудна Лавлах зүйл байвал Даваа-Баасан гаригуудад 10:00-18:00 цагт холбогдоно уу	9910-3450, 9907-5840, 9904-5396	None	2022-03-09 19:49
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_4ski+5zem0	Моннис Групп	Сэлбэгийн агуулахын нярав	None	Бүтэн цагийн	1,000,000	1,200,000		Улаанбаатар хот	 Сүхбаатар дүүрэг	Монгол улс, Улаанбаатар хот, Моннис барилга 7 давхар, Дөрвөн улирлын цэцэрлэг, Хан-Уул дүүрэг, 15-р хороо, Улаанбаатар хот 17011, Монгол улс	1. Сэлбэг захиалга худалдааны хэлтсийн өдөр тутмын үйл ажиллагааг стандарт, дүрэм журмын дагуу хийж гүйцэтгэнэ.	1.Автомашин механизмийн мэдлэгтэй байх 2.Мэргэжлээрээ 2 оос дээш жил ажилласан байх 3.Тогтвор суурьшилтай урт хугацаанд ажиллах 4.Сэлбэгийн агуулахад ажиллаж байсан бол давуу тал болно 5.Харилцааны соёлтой, зөв хандлагатай 7. Жолооны үнэмлэхтэй байх 8. Ажлын ачаалал даах чадвартай байх		70146885	None	2022-03-15 17:40
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_ipcvegdxu8	Пауэр Бласт ХХК	Засварчин	Мэргэжилтэн	Бүтэн цагийн	800,000	1,000,000	Тохиролцоно	Улаанбаатар хот	 Налайх дүүрэг	Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, Юнион Бюлдинг 1205 тоот	Механикийн зааврын дагуу машин техникийн засвар үйлчилгээг түргэн шуурхай, чанартай гүйцэтгэх Хөдөлмөрийн аюулгүй ажиллагааны зааварчилгааг мөрдөж ажиллах	Авто цахилгаан, гагнуур, автын засвар, механик чиглэлээр суралцсан бол давуу тал болно Хурдан хөдөлгөөнтэй Тогтвор сууршилтай ажиллах Налайх, Баянзүрх дүүрэгт гэртэй байх		70128515	70128515	2022-03-15 14:51
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_n2v3zvh0+u	Монгол Хьюндай Автомотив ХХК	Харуул	Мэргэжил хамаарахгүй	Ээлжийн	600,000	800,000		Улаанбаатар хот	 Чингэлтэй дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, Хан-Уул дүүрэг 120 мянгат Олимпийн хорооны баруун талд	Компанийн барилга байгууламж, гадна талбайн бүрэн бүтэн байдлыг хангаж, өмч хөрөнгийн бүрэн бүтэн байдалд хараа хяналт тавих, гадны халдлагаас компанийг хамгаалах	Хариуцлагатай байх		9990-5568	-	2022-03-10 11:39
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_yovj5k5+le	СтарЧейз Монголиа	МАРКЕТИНГИЙН АЖИЛТАН	Мэргэжилтэн	Бүтэн цагийн	1,500,000	1,800,000		Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 4 хороо Наадамчдын зам 65/1	Ажлын байрны тодорхойлолт заасан ажил үүргийг гүйцэтгэнэ	-Маркетинг, бизнесийн удирдлагын чиглэлээр их дээд сургууль төгссөн -Англи хэлний дундаас дээш түвшний мэдлэгтэй -Маркетингийн судалгаа хийх чадвартай -Харилцааны соёлтой, багаар ажиллах чадвартай -Хувийн зохион байгуулалт сайтай, аливаад хариуцлагатай ханддаг -Шинийг эрэлхийлэгч бүтээлч сэтгэлгээтэй-Сэтгэн бодох чадвар сайн	Тавигдах шаардлагад нийцсэн ажил горилогч mail хаяг руу CV-ээ илгээнэ үү.	77113911, 99097559	None	2022-03-09 16:56
Автомашины засвар үйлчилгээ	Бусад	https://www.zangia.mn/job/_ljnzrfz1_b	Тэсо Групп	Жолооч	Мэргэжил хамаарахгүй	Бүтэн цагийн	800,000	1,000,000		Улаанбаатар хот	 Сонгинохайрхан дүүрэг	Монгол улс, Улаанбаатар хот, Монгол улс, Улаанбаатар хот СХД 18-р хороо, Энхтайвны өргөн чөлөө-157, ТЭСО корпораци	Бүтээгдэхүүнийг бүрэн гүйцэт ачиж тээвэрлэх, хамгаалах Техник хэрэгслийг засаж сэлбэх Автомашинаа угааж цэвэрлэх, засварлах	B,C ангиллын жолооны эрхтэй, 3-с доошгүй жил жолоо барьсан туршлагатай Автозамын сүлжээний зохих мэдлэгтэй Машины техникийн эвдрэл гэмтлийг засаж сэлбэх мэдлэгтэй	Тэсо Корпорацыг сонгох шалтгаан: • Ажлын үр дүнг үнэлж чаддаг, ахиж дэвших хөгжих боломжоор дүүрэн, ажлын байр, албан тушаалын онцлогт тохирсон цагийн уян хатан системийг нэвтрүүлсэн, ажилтны сэтгэл ханамжийг дээшлүүлэх олон нийтийн үйл ажиллагаа, уралдаан тэмцээн тогтмол явуулдаг • Ажилтны бүтээмж, шинэ санаа, санаачлагыг нээлттэй сонсож, ажил хэрэг болгоход дэмждэг кайзен саналын систем, чанарын дугуйлан зэрэг хөтөлбөрийг хэрэгжүүлж ажилладаг • Ажилтны ажиллах нөхцөл, нийгмийн хариуцлагын хүрээнд Байгууллагын дэргэдэх хүүхдийн цэцэрлэгийг 2019 оноос байгуулаад явж буй ҮНДЭСНИЙ ҮЙЛДВЭРЛЭГЧ КОМПАНИ, ЭРЧ ХҮЧТЭЙ ЗАЛУУ ХАМТ ОЛОН ТАНЫГ УРЬЖ БАЙНА.	88032437	None	2022-03-09 10:27
Автомашины засвар үйлчилгээ	Удирдлага	https://www.zangia.mn/job/_sti-62mb+4	Юнайтед Белаз Машинери	Гэрээний мэргэжилтэн/орос хэлтэй/	None	Бүтэн цагийн	1,500,000	1,800,000	Тохиролцоно	Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Чингисийн өргөн чөлөө, Баянгол зочид буудлын урд Ландмарк оффис, 8 давхар, зүүн гар талын жигүүр	Ажлын байрны тодорхойлолтын дагуу гэрээ контракт дээр хуульчийн зөвлөмжийн дагуу ажиллах,гэрээний төсөл бэлдэх, компанийн гадаад харилцааг хариуцаж харилцагч байгууллагуудтай харилцах, борлуулалт худалдаа хийх	-Гадаад харилцаа, бизнесийн удирдлага, худалдааны чиглэлээр их дээд сургууль төгссөн, -Борлуулалт, худалдаа, гадаад харилцаа чиглэлээр ажиллаж байсан туршлагатай, -Орос, англи хэлний мэдлэгтэй, -Хятад хэлний мэдлэгтэй бол давуу тал болно, -Хурдан шаламгай, -Бүтээлч сэтгэлгээтэй, -Цаг баримталдаг		99133019	None	2022-04-07 12:04
Автомашины засвар үйлчилгээ	Удирдлага	https://www.zangia.mn/job/_pfwxzz_kvw	Юнайтед Белаз Машинери	Гадаад харилцаа, худалдааны менежер/орос хэлтэй/	None	Бүтэн цагийн	1,800,000	2,100,000	Тохиролцоно	Улаанбаатар хот		Монгол улс, Улаанбаатар хот, Сүхбаатар дүүрэг, 1-р хороо, Чингисийн өргөн чөлөө, Баянгол зочид буудлын урд Ландмарк оффис, 8 давхар, зүүн гар талын жигүүр	Ажлын байрны тодорхойлолтын дагуу гэрээ контракт дээр хуульчийн зөвлөмжийн дагуу ажиллах,гэрээний төсөл бэлдэх, компанийн гадаад харилцааг хариуцаж харилцагч байгууллагуудтай харилцах, борлуулалт худалдаа хийх	-Гадаад харилцаа, бизнесийн удирдлага, худалдааны чиглэлээр их дээд сургууль төгссөн, -Борлуулалт, худалдаа, гадаад харилцаа чиглэлээр ажиллаж байсан туршлагатай, -Орос, англи хэлний мэдлэгтэй, -Хятад хэлний мэдлэгтэй бол давуу тал болно, -Хурдан шаламгай, -Бүтээлч сэтгэлгээтэй, -Цаг баримталдаг		99133019	None	2022-04-05 12:42
Автомашины засвар үйлчилгээ	Удирдлага	https://www.zangia.mn/job/_nvp5+inq36	Глобал Бридж Групп	ГАДААД ХАРИЛЦААНЫ МЕНЕЖЕР /Хятад хэлтэй, эрэгтэй/	Мэргэжилтэн	Бүтэн цагийн	1,000,000	1,200,000		Улаанбаатар хот	 Сүхбаатар дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, Чингисийн өргөн чөлөө 6, Стадион Оргил 1, 17010, Хаан банк цамхаг, 9 давхарт Глобал Бридж Групп ХХК.	Гадаадын байгууллага, компаниудтай холбоо тогтоох, тэдэнд компанийн үйл ажиллагааг танилцуулах, сурталчлах, харилцаа холбоогоо гүнзгийрүүлэх, хэлэлцээр хийх 1. Гадаад түнштэй харилцах 2. Шинэ бараа бүтээгдэхүүний судалгаа 3. Дотоод ажил	-Бизнесийн удирдлагаар бакалавраас дээш зэрэгтэй -Хятад, Англи хэлтэй байх /Хятад хэл дээр бизнесийн хэлэлцээр хийх чадвартай байх/ -Мэргэжлийн программууд дээр бие даан ажиллах чадвартай -Шинийг санаачлах, багаар ажиллах ух чадвар сайтай -Эрэгтэй	Таныг найрсаг, залуу хамт олон хамтран ажиллахыг урьж байна. Та тавигдах шаардлагыг хангаж уг ажлын байрыг сонирхож байгаа бол CV болон дэлгэрэнгүй анкетаа хаягаар илгээнэ үү.	99016676, 77228811-208	None	2022-04-05 09:50
Автомашины засвар үйлчилгээ	Удирдлага	https://www.zangia.mn/job/_g1_2b5s6c1	Монголын Үндэсний Их Сургууль	АВТО БААЗЫН ДАРГА	Мэргэжилтэн	Бүтэн цагийн	800,000	1,000,000	Тохиролцоно	Улаанбаатар хот	 Баянгол дүүрэг	Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, 11 хороо МҮИС төв байр	АЖЛЫН БАЙРНЫ ТОДОРХОЙЛОЛТОД ЗААСНЫ ДАГУУ АЖИЛ ҮҮРЭГ ГҮЙЦЭТГЭНЭ. МАШИН, МЕХАНИЗМЫН ЗАСВАР ҮЙЛЧИЛГЭЭ, БҮРЭН БҮТЭН БАЙДЛЫГ ХАРИУЦАХ	МЕХАНИК ИНЖЕНЕРИЙН МЭРГЭЖИЛТЭЙ. АВТО МАШИНЫ ЗАСВАР ХИЙЖ БАЙСАН ТУРШЛАГАТАЙ. ТОГТВОР СУУРЬШИЛТАЙ АЖИЛЛАХ. ҮНЭНЧ ШУДАРГА, ХАРИУЦЛАГАТАЙ		99193207, 89022961	None	2022-03-29 18:03
Автомашины засвар үйлчилгээ	Удирдлага	https://www.zangia.mn/job/_93+dqedk0l	МСМ Групп ХХК	MARKETING MANAGER- Automotive	Дунд шатны удирдлага	Бүтэн цагийн	2,500,000	3,000,000	Тохиролцоно	Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 3-р хороо, Чингисийн өргөн чөлөө 62	Marketing plan, direct and ensure implementation of marketing communications programs such as market research, advertising, promotion programs, professional seminars and workshops via close work with the sales team in order to promote, enhance and consolidate the product/service recognition within the approved budgets and report the effectiveness of marketing activities. Provide management with the necessary market intelligence. ESSENTIAL JOB FUNCTIONS: Cooperate and provide market intelligence on long and mid-term marketing planning with management and related department heads. Develop, implement yearly, quarterly and monthly marketing plans on campaigns and promotions and measure and report the effectiveness of the marketing plan and campaigns Produce customer behavior, consumer trends, and market analysis according to yearly, quarterly and monthly plan in association with marketing research manager. Improve the marketing efforts performances by cooperating with marketing managers and share information within department effectively Ensure that all marketing plans and implementations process follows QMS process flow Ensure that all marketing and advertising activities reach the intended target audience for effectiveness. Ensure the marketing materials and publications are effectively designed, free of grammatical errors. Organize customer events within the approved budget. Ensure that the most cost efficient and effective marketing and advertising tools are employed in order to promote the products and services. Follow the suppliers’ branding guidelines when producing printed and digital media publications. Liaise with advertising and printing agencies Create lead and opportunities from each marketing activities Lead the customer satisfaction survey exercise, analyze the findings and suggest ways to improve customer satisfaction. Manage social media accounts to ensure all messages follow the guidelines and customer’s inquiries are responded in a timely manner. Timely and efficient reporting of marketing activities Provide management with the necessary information to make decisions Understand the role of the position in the Quality Management System and contribute to the continual improvement of the QMS.	Bachelor's degree in marketing, finance, business administration, or similar. A master's degree in a relevant field will be advantageous. Minimum 2 years working experience by profession Proficiency in electronic marketing automation software such as HubSpot Marketing Extensive knowledge of marketing strategies, channels, and branding. Solid knowledge of website analytics tools (e.g., Google Analytics, NetInsight, Omniture, WebTrends) Experience in setting up and optimizing Google Adwords campaigns Numerically literate, comfortable working with numbers, making sense of metrics and processing figures with spreadsheets A sense of aesthetics and a love for great copy and witty communication Up-to-date with the latest trends and best practices in online marketing and measurement	We offers: Flexible work schedule Health insurance package Lunch and Transportation A special discount on products for employees A knowledgeable, high-achieving, experienced and professional team An International and safe work atmosphere A competitive remuneration	77181111	11342175	2022-03-29 14:55
Автомашины засвар үйлчилгээ	Удирдлага	https://www.zangia.mn/job/_zf0zj56fj7	Мэжик Инженеринг Авто ХХК	ЗАХИРАЛ	Дээд шатны удирдлага	Бүтэн цагийн	2,500,000	3,000,000	Тохиролцоно	Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, 4-р хороо, Наадамчдын зам гудамж 901 тоот Мөнххада Тоёота төвийн баруун жигүүр.	Компанийн бизнесийн стратеги төлөвлөгөөг боловсруулах, зорилго зорилтын дагуу бодлого тодорхойлон, шат дараатай төлөвлөгөөг боловсруулж үр дүнд хүрэх; Компанийн үйл ажиллагааны дотоод бүтцийн дагуу удирдлагаар хангаж дотоод үйл ажиллагааг байнга сайжруулан ажиллах; Компанийн бүтээгдэхүүн, үйлчилгээний чанарыг тасралтгүй сайжруулах бодлого боловсруулах хэрэгжүүлэх, хяналт тавих; Шинэ бүтээгдэхүүн, үйлчилгээний талаарх маркетингийн судалгаа, хөгжүүлэлтийг тасралтгүй хийх; Компанийн байнга өсөн дэвших бизнесийн боломжуудад технологийн шийдлүүдийг авч хэрэгжүүлэх; Компанийн зохион байгуулалт, бүтээмжийг дээшлүүлж, албадын уялдаа холбоог сайжруулах, Компанийн бизнес төлөвлөгөөг ханган ажиллахад чиглэгдсэн оновчтой хүний нөөцийн удирдлагыг хэрэгжүүлэн ажиллах; Компанийн эрхэм зорилго алсын харааг тодорхойлогч байх, байгууллагын соёлыг түгээн, манлайлах; Гадаадын болон дотоодын байгууллагуудтай хамтран ажиллах; Компанийн бизнес төлөвлөгөө, ашигт ажиллагаа, түүний үр дүн, биелэлт зэргийг ТУЗ-д тайлагнах	Дээд боловсролтой /Бизнесийн удирдлага, Менежментийн чиглэлээр бакалавр ба түүнээс дээш зэрэгтэй/ Удирдах албан тушаалд 3-аас доошгүй жил ажилласан туршлагатай Удирдан зохион байгуулах, манлайлах, багаар болон бие даан ажиллах чадвартай Асуудлыг зөв үнэлж дүгнэн, шийдвэр гаргах чадвартай, хурдтай үр дүнтэй ажилладаг, хөрвөх чадвартай Хувийн зохион байгуулалт, цагийн менежмент сайтай, санхүүгийн сахилга баттай, өндөр ёс зүйтэй Хариуцлага хүлээж итгэл дааж ажиллах чадвартай, эерэг сэтгэлгээтэй Эрэгтэй 30-40 насны Япон эсвэл Англи хэлний ярианы болон бичгийн ахисан түвшний мэдлэгтэй бол давуу тал болно Програм хангамж, компьютерийн хэрэглээний програм дээр чөлөөтэй ажилладаг, өндөр мэдлэгтэй Автын салбарт ажилласан туршлагатай бол давуу тал болно		88036646, 94109977	None	2022-03-10 15:55
Автомашины засвар үйлчилгээ	Авто засвар	https://www.zangia.mn/job/_q-47e672ff	Дрийм интерпрайз	Авто засварчин	Мэргэжилтэн	Бүтэн цагийн	1,200,000	1,500,000		Улаанбаатар хот	 Хан-Уул дүүрэг	Монгол улс, Улаанбаатар хот, Хан-Уул дүүрэг, Хан Уул дүүрэг 20-р хороо Чингисийн өргөн чөлөө TV5 оффис 7 давхар	Техник тоног төхөөрөмжийн засвар үйлчилгээ, үзлэг оношилгоо хийх Ажлын байрны тодорхойлолтын дагуу үндсэн үүрэг гүйцэтгэнэ.	Тогтвор суурьшилтай ажиллах Хариуцлагатай нягт нямбай		70116000, 99053296, 94008716	None	2022-04-07 19:09
Автомашины засвар үйлчилгээ	Авто засвар	https://www.zangia.mn/job/_dz7ybo+xuq	Монбейкери ХХК	ЭЛЕКТРОНИК ЗАСВАРЧИН	Мэргэжилтэн	Бүтэн цагийн	800,000	1,000,000		Улаанбаатар хот	 Баянгол дүүрэг	Монгол улс, Улаанбаатар хот, Баянгол дүүрэг, 7-р хороо Монбейкери ХХК	Үйлдвэр цехийн тоног төхөөрөмжийн электрон засвар хийх Үйлдвэрийн тоног төхөөрөмжийг электроник талын хэвийн ажиллагааг хангах, урьдчилан сэргийлэх Цахилгаан болон тоног төхөөрөмж /хөөлгөгч, мөсний машин, хөргөгч, зуурагч машин, шарах шүүгээ/-ийн электроник талыг хариуцан ажиллах Шаардлагатай схем унших, чип болон анхан шатны цахилгаан хэрэгсэлийг тохиргоо хийх, засварлах Тоног төхөөрөмжийн засвар үйлчилгээний түүхийг хөтлөх	Электрон, инженер, засварчин чиглэлээр их сургууль болон МСҮТөв төгссөн Электроник засварын чиглэлээр 1-с дээш жилийн туршлагатай Засвар үйлчилгээний үнэмлэхтэй бол давуу талтай Электрон төхөөрмжүүдийн талаар мэдлэгтэй, техник сэтгэлгээ сайтай Цахилгааны гэмтэл, засварыг өөрийн хэмжээнд хийх боломжтой бол давуу талтай болно Ажлын хариуцлагатай, эерэг хандлагатай, багаар ажиллах чадвартай 45 хүртэлх насны, хорт зуршилгүй, эрэгтэй	Хаяг: БГД 7-р хороо /Модны 2-ын зам. Гэмтэл талруугаа замын урд Монбейкери нэрийн дэлгүүр. Утас: 99088046 Салбар, чиглэл: Манай компани нь талх, нарийн боов хүнсний чиглэлийн анхдагч компани бөгөөд бид таныг БАЙНГИЙН ТОГТВОРТОЙ ажлын байранд таныг УРЬЖ байна. Давуу талууд: Унаа, хоол, илүү цагийн мөнгө, нэмэлт урамшууллыг сар бүр тооцон олгоно. Бүрдүүлэх материал: 1% цээж зураг Мэргэжлийн үнэмлэх/дипломны хуулбар	75759090, 94999200	None	2022-04-07 16:27
